Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2011-004,(3) Design with Entitlements Approved,Parkmerced - Phase IA & 1B,3711,19th,Ave,94132,"0 V, SAN FRANCISCO, CA",7,Lakeshore,Lakeshore,MOHCD,Inclusionary,0,New Construction,Unknown,,,,02/09/2016,09/10/2020,Maximus,,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",,,957,48,909,5,0,10,21,11,6,0,0,0,0,,48,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,37.717010014,-122.478923092999,"(37.717010014, -122.478923092999)"
2011-034,(3) Design with Entitlements Approved,Parkmerced - Phase IC & 1D,3711,19th,Ave,94132,"0 V, SAN FRANCISCO, CA",7,Lakeshore,Lakeshore,MOHCD,Inclusionary,0,New Construction,Unknown,,,,02/09/2016,09/10/2020,Maximus,,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",,,545,27,518,5,0,0,0,0,0,0,0,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.717010014,-122.478923092999,"(37.717010014, -122.478923092999)"
2011-035,(3) Design with Entitlements Approved,Parkmerced - Phase 2,3711,19th,Ave,94132,"0 V, SAN FRANCISCO, CA",7,Lakeshore,Lakeshore,MOHCD,Inclusionary,0,New Construction,Unknown,,,,02/09/2016,09/10/2020,Maximus,,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",,,711,36,675,5,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.717010014,-122.478923092999,"(37.717010014, -122.478923092999)"
2011-036,(4) Site Work Permit Issued,Parkmerced - Subsequent Phases,3711,19th,Ave,94132,"0 V, SAN FRANCISCO, CA",7,Lakeshore,Lakeshore,MOHCD,Inclusionary,0,New Construction,Unknown,,,,02/09/2016,06/11/2021,Maximus,,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",,,3522,176,3346,5,0,0,0,0,0,0,0,0,0,,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.717010014,-122.478923092999,"(37.717010014, -122.478923092999)"
2016-064,(3) Design with Entitlements Approved,2435-2445 16th ,2345-2445,16th ,St,94110,2435 16TH ST 94110,9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Ownership,,,,06/22/2021,06/22/2023,Steve Vettel,,,,2014.1201,http://propertymap.sfplanning.org/?search=2014.1201,"2014.1201ENV,2014.1201ENX,2014.1201PPA,2014.1201SHD,2014.1201U",06/23/2016,On-site BMR Project,,,53,8,45,15,0,0,4,3,1,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.765320874,-122.411119975999,"(37.765320874, -122.411119975999)"
2012-008,(3) Design with Entitlements Approved,1150 16th  (AKA 1208 8th),1150,16th,St,94107, ,10,South of Market,Mission Bay,MOHCD,Inclusionary,0,New Construction,Ownership,,,,04/11/2017,04/11/2019,Sergio Nibbi,,,,2004.1004,http://propertymap.sfplanning.org/?search=2004.1004,"2004.1004C,2004.1004E,2004.1004E_3,2004.1004K,2004.1004S",04/12/2012,On-site BMR Project,2012-J401437,04/25/2012,15,2,13,13,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37.766665445,-122.398974467999,"(37.766665445, -122.398974467999)"
2012-012,(3) Design with Entitlements Approved,376 Castro ,376,Castro,St,94114,"376 CASTRO ST, SAN FRANCISCO, CA 94114",8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,08/01/2017,08/01/2019,376 castro Street LLC,,,201305177243,2004.0976,http://propertymap.sfplanning.org/?search=2004.0976,"2004.0976C,2004.0976E,2004.0976E_3,2004.0976K,2004.0976V",08/02/2012,On-site BMR Project,2013-J633680,04/08/2013,24,3,21,13,0,0,1,2,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.762921251,-122.435500090999,"(37.762921251, -122.435500090999)"
2016-109,(3) Design with Entitlements Approved,1001 Van Ness,1001,Van Ness,Ave,94109,"1001 VAN NESS, SAN FRANCISCO, CA 94109",5,Western Addition,Western Addition,MOHCD,Inclusionary,0,New Construction,Unknown,,,,10/19/2021,10/19/2023,"Oryx Partners, LLC",,,,2014.1305,http://propertymap.sfplanning.org/?search=2014.1305,"2014.1305CUA,2014.1305U",10/20/2016,Fee Payment,,,239,0,239,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784929753,-122.421910844999,"(37.784929753, -122.421910844999)"
2016-084,(3) Design with Entitlements Approved,2675 Folsom ,2675,Folsom,St,94110,2675 FOLSOM ST 94110,9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Rental,,,,09/21/2021,09/21/2023,Muhammad A. Nadhiri,,,"201607283625, 201607293802",2014-000601PRJ,http://propertymap.sfplanning.org/?search=2014-000601PRJ,"2014-000601CUA,2014-000601ENX,2014-000601PPA",09/22/2016,On-site BMR Project,,,117,19,98,16,0,4,8,7,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,37.754663184,-122.413813723999,"(37.754663184, -122.413813723999)"
2017-015,(3) Design with Entitlements Approved,495 Cambridge,495,Cambridge,St,94134,"495 CAMBRIDGE ST, SAN FRANCISCO, CA 94134",9,Excelsior,Portola,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/17/2022,05/16/2024,"Cambridge Estates Holding, LLC",,,,2013.1711,http://propertymap.sfplanning.org/?search=2013.1711,"2013.1711CUA,2013.1711E,2013.1711TDM,2013.1711U",05/18/2017,On-site BMR Project,,,54,7,47,13,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.725718533,-122.417319634999,"(37.725718533, -122.417319634999)"
2017-020,(4) Site Work Permit Issued,1726-1730 Mission,1726,Mission,St,94103,1726 MISSION ST 94103,9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/31/2022,07/30/2021,"Reuben, Junius & Rose, LLP",,,,2014-002026PRJ,http://propertymap.sfplanning.org/?search=2014-002026PRJ,"2014-002026ENV,2014-002026ENX,2014-002026PPA",06/01/2017,On-site BMR Project,,,40,7,33,18,0,0,4,3,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.76939764,-122.420403099999,"(37.76939764, -122.420403099999)"
2014-025,(3) Design with Entitlements Approved,Schlage Project,0,Schlage Project,,94134,"2175 BAYSHORE BL, SAN FRANCISCO, CA 94134",10,Visitacion Valley,Bayview Hunters Point,MOHCD,Inclusionary,0,New Construction,Unknown,,,,09/01/2019,08/31/2021,,,,,2006.1308,http://propertymap.sfplanning.org/?search=2006.1308,"2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z",09/02/2014,"On-site BMR Project, Fee Payment",,,1679,168,1511,10,0,0,0,0,0,0,0,0,0,,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.710316378,-122.403518555999,"(37.710316378, -122.403518555999)"
2015-010,(3) Design with Entitlements Approved,19-25 Mason  & 2-16 Turk ,19-25,Mason,St,94102,"19 MASON ST, SAN FRANCISCO, CA 94102",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Unknown,,,,04/14/2020,04/14/2022,"American Pacific International Capital, Inc. ",,,,2012.0678,http://propertymap.sfplanning.org/?search=2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",04/16/2015,Fee Payment,,,155,0,155,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.783687362,-122.409574739999,"(37.783687362, -122.409574739999)"
2015-020,(3) Design with Entitlements Approved,San Francisco Overlook,599,Crestmont,St,94131,599 CRESTMONT DR 94131,7,Inner Sunset,Inner Sunset,MOHCD,Inclusionary,0,New Construction,Unknown,,,,05/12/2020,05/12/2022,"San Francisco Overlook, LLC",,,,2004.0093,http://propertymap.sfplanning.org/?search=2004.0093,"2004.0093C,2004.0093CUA-02,2004.0093E,2004.0093E_3,2004.0093E_5,2004.0093V",05/14/2015,Fee Payment,2013-J640231,04/19/2013,29,0,29,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.758412151,-122.460923159999,"(37.758412151, -122.460923159999)"
2015-027,(4) Site Work Permit Issued,1700 Market ,1700,Market,St,94102,"1700 MARKET ST, SAN FRANCISCO, CA",5,Western Addition,Hayes Valley,MOHCD,Inclusionary,0,New Construction,Ownership,,,,06/16/2020,05/28/2021,1700 Market Street LLC,,,,2013.1179,http://propertymap.sfplanning.org/?search=2013.1179,"2013.1179C,2013.1179E,2013.1179U,2013.1179VAR",06/18/2015,On-site BMR Project,2016-K187329,01/13/2016,42,5,37,12,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37.772953415,-122.422447141999,"(37.772953415, -122.422447141999)"
2015-036,(3) Design with Entitlements Approved,"925 Mission - ""N-1 Site""",110,5th,St,94103,925 MISSION ST 94103,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,09/15/2020,09/15/2022,,,,,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",09/17/2015,Fee Payment,,,400,0,400,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781730867,-122.406309112999,"(37.781730867, -122.406309112999)"
2015-037,(3) Design with Entitlements Approved,"925 Mission - ""M-2 Site""","939, 941, 949",Mission,St,94103,925 MISSION ST 94103,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,09/15/2020,09/15/2022,"5M Project, LLC",,,,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",09/17/2015,On-site BMR Project,,,288,58,230,20,0,0,0,0,0,0,0,0,0,,58,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,37.781730867,-122.406309112999,"(37.781730867, -122.406309112999)"
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105,"525 HARRISON ST, SAN FRANCISCO, CA 94105",6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Rental,,,,09/22/2020,09/22/2022,Hines Interests Ltd.,,,,2013.0159,http://propertymap.sfplanning.org/?search=2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",09/24/2015,On-site BMR Project,,,205,25,180,12,0,5,9,11,0,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,37.785367205,-122.393359322999,"(37.785367205, -122.393359322999)"
2015-055,(3) Design with Entitlements Approved,475 Minna,475,Minna,St,94103,"475 MINNA ST, SAN FRANCISCO, CA 94103",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,12/08/2020,12/08/2022,John Jensen,,,,2014.1442,http://propertymap.sfplanning.org/?search=2014.1442,"2014.1442DNX,2014.1442ENV,2014.1442U",12/10/2015,On-site BMR Project,2016-K209505,03/01/2016,15,3,12,20,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.780922549,-122.407391963999,"(37.780922549, -122.407391963999)"
2017-044,(5) First Construction Document Issued,606 Capp,606,Capp,St,94110,606 CAPP ST 94110,9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,06/05/2018,,,06/05/2018,08/03/2020,,,,,2015-010361PRJ,http://propertymap.sfplanning.org/?search=2015-010361PRJ,"2015-010361CND,2015-010361ENV,2015-010361PPA,2015-010361TDM",11/18/2017,Unknown,,,20,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.756735075,-122.418091889999,"(37.756735075, -122.418091889999)"
2016-006,(4) Site Work Permit Issued,950 Gough,950,Gough,St,94102,"950 GOUGH ST, SAN FRANCISCO, CA 94102",5,Downtown/Civic Center,Western Addition,MOHCD,Inclusionary,0,New Construction,Ownership,,,,01/05/2021,05/10/2021,"Maracor Development, Inc.",,,201510281089,2012.0506,http://propertymap.sfplanning.org/?search=2012.0506,"2012.0506C,2012.0506E,2012.0506GEN,2012.0506K,2012.0506U,2012.0506VAR",01/07/2016,On-site BMR Project,,,95,11,84,12,0,2,7,2,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.782241112,-122.423699081999,"(37.782241112, -122.423699081999)"
2016-012,(3) Design with Entitlements Approved,988 Harrison,988,Harrison,St,94107,"377 06TH ST, SAN FRANCISCO, CA",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,02/23/2021,02/23/2023,988 Harrison LLC,,,,2014.0832,http://propertymap.sfplanning.org/?search=2014.0832,"2014.0832CUA,2014.0832E,2014.0832ENX,2014.0832PPA,2014.0832SHD,2014.0832U",02/25/2016,On-site BMR Project,2016-K224065,03/31/2016,100,12,88,12,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.777664086,-122.404157098999,"(37.777664086, -122.404157098999)"
2016-013,(3) Design with Entitlements Approved,1567 California ,1567,California,St,94109,"1436 POLK ST, SAN FRANCISCO, CA 94109",3,Nob Hill,Nob Hill,MOHCD,Inclusionary,0,New Construction,Ownership,,,,02/23/2021,02/23/2023,"1567 California, LLC",,,,2014.0284,http://propertymap.sfplanning.org/?search=2014.0284,"2014.0284CUA,2014.0284E,2014.0284U,2014.0284VAR,2015-004221ENF",02/25/2016,On-site BMR Project,,,63,8,55,13,0,1,4,2,1,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.790319069,-122.420276941999,"(37.790319069, -122.420276941999)"
2016-020,(3) Design with Entitlements Approved,655 Folsom,655,Folsom,St,94107,655 FOLSOM ST 94107,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Unknown,,,,03/09/2021,03/09/2023,Forton Fund LLC,,,201602099171,2013.0253,http://propertymap.sfplanning.org/?search=2013.0253,"2013.0253ENV,2013.0253ENX,2013.0253PPA,2013.0253U",03/10/2016,Fee Payment,,,89,0,89,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784374148,-122.397774163999,"(37.784374148, -122.397774163999)"
2016-022,(3) Design with Entitlements Approved,430 Eddy,430,Eddy,St,94109,430 EDDY ST 94109,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,,,,03/16/2021,03/16/2023,430 Eddy Associates LLC,,,201605056698,2014.0400,http://propertymap.sfplanning.org/?search=2014.0400,"2014.0400CUA,2014.0400E,2014.0400PPA,2014.0400SHD,2014.0400U",03/17/2016,On-site BMR Project,2016-K237191,04/27/2016,23,3,20,13,0,3,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.783936713,-122.414833879999,"(37.783936713, -122.414833879999)"
2016-028,(3) Design with Entitlements Approved,1601 Mission,1601,Mission,St,94103,1601 MISSION ST 94103,6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,,,,04/06/2021,04/06/2023,Trumark Urban,,,,2014.1121,http://propertymap.sfplanning.org/?search=2014.1121,"2014.1121CND,2014.1121CUA,2014.1121DNX,2014.1121ENV,2014.1121PPA,2014.1121U,2014.1121VAR",04/07/2016,Fee Payment,,,220,0,220,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772040732,-122.418763247999,"(37.772040732, -122.418763247999)"
2016-049,(3) Design with Entitlements Approved,901 16th (related to 1200 17th),901,16th,St,94107,"941 16TH ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,0,New Construction,Rental,,,,05/11/2021,05/11/2023,"Potrero Partners, LLC",,,,2011.1300,http://propertymap.sfplanning.org/?search=2011.1300,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",05/12/2016,On-site BMR Project,,,260,42,218,16,0,8,17,15,2,0,0,0,0,,42,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,37.765836629,-122.395688368999,"(37.765836629, -122.395688368999)"
2016-050,(3) Design with Entitlements Approved,1200 17th (related to 901 16th),1200,17th,St,94107,"941 16TH ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,0,New Construction,Rental,,,,05/11/2021,05/11/2023,"Potrero Partners, LLC",,,,2011.1300,http://propertymap.sfplanning.org/?search=2011.1300,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",05/12/2016,Fee Payment,,,135,0,135,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.765836629,-122.395688368999,"(37.765836629, -122.395688368999)"
2016-053,(4) Site Work Permit Issued,3701 Noriega,3701,Noriega,St,94122,3701 NORIEGA ST 94122,4,Outer Sunset,Sunset/Parkside,MOHCD,Inclusionary,0,New Construction,Unknown,,,,05/11/2021,06/03/2021,,,,,2014-002414PRJ,http://propertymap.sfplanning.org/?search=2014-002414PRJ,"2014-002414CUA,2014-002414ENV,2014-002414PPA,2014-002414VAR",05/12/2016,Fee Payment,2016-K279872,06/27/2016,12,0,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.752807918,-122.503572960999,"(37.752807918, -122.503572960999)"
2016-054,(3) Design with Entitlements Approved,469 Eddy,469,Eddy,St,94102,"469 EDDY ST, SAN FRANCISCO, CA 94109",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/11/2021,05/11/2023,"469 Eddy Street, LLC",,,201512094600,2014.0562,http://propertymap.sfplanning.org/?search=2014.0562,"2014.0562CUA,2014.0562E,2014.0562SHD,2014.0562U,2014.0562VAR",05/12/2016,On-site BMR Project,2016-K330762,09/19/2016,28,4,24,14,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.783303868,-122.415318719999,"(37.783303868, -122.415318719999)"
2016-072,(3) Design with Entitlements Approved,651 Geary ,651,Geary,St,94102,"651 GEARY ST, SAN FRANCISCO, CA 94102",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,,,,07/06/2021,07/06/2023,Geary Place LLC,,,,2014.0482,http://propertymap.sfplanning.org/?search=2014.0482,"2014.0482C,2014.0482PPA,2014.0482U,2014.0482VAR",07/07/2016,On-site BMR Project,2016-K325645,09/07/2016,52,6,46,12,0,1,3,2,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.786344152,-122.413955467999,"(37.786344152, -122.413955467999)"
2016-073,(3) Design with Entitlements Approved,1740 Market ,1740,Market,St,94102,1740 MARKET ST 94102,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,0,New Construction,Rental,,,,07/27/2021,07/27/2023,Warner Schmalz,,,,2014.0409,http://propertymap.sfplanning.org/?search=2014.0409,"2014.0409CUA,2014.0409ENV,2014.0409PPA,2014.0409U,2014.0409VAR",07/28/2016,On-site BMR Project,,,100,12,88,12,0,1,5,4,2,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37.772544177,-122.423102027999,"(37.772544177, -122.423102027999)"
2016-076,(4) Site Work Permit Issued,390 1st  ,390,1st,St,94105,390 01ST ST 94105,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Rental,,,,08/03/2021,05/03/2021,John Kevlin,,,"201601278125, 201609309274, 201609309279, 201609309280",2014.1041,http://propertymap.sfplanning.org/?search=2014.1041,"2014.1041CUA,2014.1041DNX,2014.1041E,2014.1041SHD,2014.1041U",08/04/2016,On-site BMR Project,,,180,22,158,12,0,7,6,8,1,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,37.786091477,-122.393472930999,"(37.786091477, -122.393472930999)"
2016-083,(3) Design with Entitlements Approved,98 Pennsylvania ,98,Pennsylvania Avenue,Ave,94107,"98 PENNSYLVANIA AV, SAN FRANCISCO, CA 94107",10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,0,New Construction,Rental,,,,09/21/2021,09/21/2023,Ciaran & Patrick Harty,,,,2013.0517,http://propertymap.sfplanning.org/?search=2013.0517,"2013.0517E,2013.0517PPA,2013.0517U,2013.0517X",09/22/2016,On-site BMR Project,,,48,7,41,15,0,1,4,2,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.765561805,-122.394221041999,"(37.765561805, -122.394221041999)"
2016-079,(3) Design with Entitlements Approved,1515 South Van Ness ,1515,South Van Ness,Ave,94110,"3251 26TH ST, SAN FRANCISCO, CA 94110",9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Rental,,,,08/10/2021,08/10/2023,Peter Schellinger ,,,,2014.1020,http://propertymap.sfplanning.org/?search=2014.1020,"2014.1020CUA,2014.1020ENV,2014.1020U",08/11/2016,On-site BMR Project,,,157,19,138,12,0,10,1,8,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,37.748910767,-122.415417720999,"(37.748910767, -122.415417720999)"
2016-110,(3) Design with Entitlements Approved,1270 Mission,1270,Mission,St,94103,1270 MISSION ST 94103,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,10/26/2021,10/26/2023,AGI Avant,,,,2014.0926,http://propertymap.sfplanning.org/?search=2014.0926,"2014.0926DNX,2014.0926GPA,2014.0926MAP,2014.0926PCA,2014.0926PPA,2014.0926SHD,2014.0926U,2014.0926VAR",10/27/2016,On-site BMR Project,,,299,64,235,21,0,16,33,12,3,0,0,0,0,,64,0,0,0,0,0,0,0,0,0,61,0,0,3,0,0,0,37.776807078,-122.414522787999,"(37.776807078, -122.414522787999)"
2016-111,(3) Design with Entitlements Approved,249 Pennsylvania Ave,249,Pennsylvania,Ave,94107,935 MARIPOSA ST 94107,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Rental,,,,11/02/2021,11/02/2023,,,,,2014.1279,http://propertymap.sfplanning.org/?search=2014.1279,"2014.1279ENV,2014.1279ENX,2014.1279U,2014.1279U_OLD",11/03/2016,On-site BMR Project,,,59,10,49,17,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,37.763612476,-122.393389183999,"(37.763612476, -122.393389183999)"
2016-112,(3) Design with Entitlements Approved,524 Howard,524,Howard,St,94105,524 HOWARD ST 94105,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Rental,,,,11/02/2021,11/02/2023,"J. Abrams Law, PC",,,,2013.0882,http://propertymap.sfplanning.org/?search=2013.0882,"2013.0882DNX,2013.0882ENV,2013.0882SHD,2013.0882U,2013.0882VAR",11/03/2016,On-site BMR Project,,,334,50,284,15,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,37.788223205,-122.397017402999,"(37.788223205, -122.397017402999)"
2016-115,(3) Design with Entitlements Approved,5 Thomas Mello Circle,5,Thomas Mello,Cir,94134,5 THOMAS MELLON CIR 94134,10,Bayview,Bayview Hunters Point,MOHCD,Inclusionary,0,New Construction,"Ownership, Rental",,,,11/16/2021,11/16/2023,Ocean Landing LLC,,,,2015-009690PRJ,http://propertymap.sfplanning.org/?search=2015-009690PRJ,"2015-009690CND,2015-009690CUA,2015-009690DNX,2015-009690ENV,2015-009690PRV",11/17/2016,On-site BMR Project,,,585,72,513,12,0,0,43,20,9,0,0,0,0,,72,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,37.709992501,-122.393791358999,"(37.709992501, -122.393791358999)"
2017-007,(3) Design with Entitlements Approved,1228 Folsom,1228,Folsom,St,94103,"1228 FOLSOM ST, SAN FRANCISCO, CA 94103",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,01/04/2022,01/04/2024,RG Architecture,,,,2014.0964,http://propertymap.sfplanning.org/?search=2014.0964,"2014.0964ENV,2014.0964ENX,2014.0964GEN-02,2014.0964PPA,2014.0964U,2014.0964VAR",01/05/2017,On-site BMR Project,,,24,3,21,13,0,0,2,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.774809017,-122.410902859999,"(37.774809017, -122.410902859999)"
